SrcPort,DstPort,Protocol,FlowDurationMs,TotFwdPkts,TotBwdPkts,TotLenFwdBytes,TotLenBwdBytes,FlowBytsPerS,FlowPktsPerS,SYNFlagCnt,ACKFlagCnt,RSTFlagCnt,Label,IsInjectedOutlier
42881.0,80.0,6,5608.897706259855,41.0,36.0,6027.0,39780.0,8166.845323079566,13.728187610564468,1,8,0,WEB,False
43072.0,443.0,17,3464.353763864522,288.0,132.0,50112.0,55440.0,30468.02006797818,121.23473196671628,0,0,0,VPN,False
9859.0,80.0,17,3036.658061191306,7.0,44.0,1477.0,16544.0,5934.484435475167,16.794778658744438,0,0,0,WEB,False
30550.0,20000.0,17,5392.162137021583,136.0,181.0,8976.0,24978.0,6296.917477105918,58.789033405271134,0,0,0,VOIP,False
9.0,31337.0,255,112961.34413240591,5500.0,4020.0,2337500.0,683400.0,160456.66010095092,1264.1492635978125,0,0,0,VOIP,True
4099.0,1935.0,6,11379.05218974136,133.0,1047.0,32452.0,883668.0,80509.34161510537,103.69932225671783,1,8,0,VIDEO,False
1.0,0.0,255,44942.754750204884,1200.0,260.0,3480000.0,763750.0,566554.0561881984,487.2865520087009,0,1,0,BULK,True
30127.0,8080.0,6,3417.127510247105,155.0,1417.0,15810.0,1181778.0,350466.28971518774,460.0355109038126,2,9,0,VIDEO,False
12005.0,21.0,6,4337.817078214258,47.0,79.0,29046.0,47637.0,17677.78553529232,29.04686798177996,2,5,0,BULK,False
19.0,12345.0,255,54920.969641129996,7760.0,6360.0,2269800.0,1176600.0,376511.9249554193,3856.4504848323763,0,0,0,VOIP,True
59770.0,443.0,6,2420.522770092521,49.0,17.0,14602.0,16507.0,12852.182340268131,27.266837071512963,0,1,1,WEB,False
29912.0,3478.0,6,9170.170532733897,135.0,480.0,24705.0,329760.0,38654.13393728062,67.06527406493612,0,9,0,VIDEO,False
36887.0,21.0,17,5209.991649473882,128.0,162.0,73984.0,100602.0,33509.842576740055,55.66227731464502,0,0,0,BULK,False
35261.0,443.0,6,3859.340528016691,131.0,352.0,23842.0,115808.0,36184.93858891636,125.15091542031224,0,1,1,VPN,False
65535.0,31337.0,255,54903.62834271814,3960.0,3540.0,9454500.0,7876500.0,1893973.1879084755,2049.0449064268605,0,0,0,BULK,True
33810.0,443.0,6,9120.520535332069,147.0,149.0,121716.0,110707.0,25483.523566403303,32.4542879820645,2,8,0,BULK,False
64454.0,443.0,6,3464.728933768247,53.0,13.0,6254.0,13650.0,5744.749554867014,19.049109255487487,2,1,1,WEB,False
23641.0,443.0,17,1641.0002657683012,49.0,11.0,9947.0,11627.0,13146.859540512782,36.56306537641452,0,0,0,WEB,False
7.0,7.0,255,14740.220586915853,580.0,760.0,358150.0,2105200.0,1002705.4827876557,1363.615956863071,0,4,1,WEB,True
32734.0,500.0,6,2915.244660827506,243.0,167.0,37179.0,25050.0,21346.0643067728,140.63999687889643,2,3,0,VPN,False
22467.0,443.0,6,1228.8963976953237,26.0,66.0,7046.0,53262.0,49074.92618019047,74.86391869366459,2,6,0,WEB,False
56929.0,10000.0,17,2817.731734717371,202.0,173.0,28684.0,16089.0,15889.731250264284,133.08577086300016,0,0,0,VOIP,False
12501.0,21.0,6,5098.319370129743,50.0,114.0,35850.0,93480.0,25367.182910847892,32.167463058679765,0,6,0,BULK,False
10949.0,443.0,6,2527.657763840503,43.0,70.0,8686.0,63910.0,28720.660303987603,44.70541922902913,0,8,0,WEB,False
55162.0,22.0,6,10363.47181740708,109.0,160.0,114450.0,112320.0,21881.66321049903,25.95655247001032,2,1,0,BULK,False
49750.0,443.0,6,3608.469350468759,73.0,418.0,10439.0,492822.0,139466.61343669824,136.0687738517764,1,8,0,VIDEO,False
20453.0,443.0,6,1904.325216853846,39.0,78.0,15561.0,80262.0,50318.61110273492,61.43908559552493,1,5,0,WEB,False
12036.0,1935.0,17,5675.597262014571,62.0,1045.0,13516.0,954085.0,170484.43632107662,195.0455518415461,0,0,0,VIDEO,False
64094.0,21.0,6,11833.400134612868,55.0,187.0,50820.0,244970.0,24996.196920174272,20.450588778126964,0,8,1,BULK,False
26643.0,443.0,17,3252.932706441809,177.0,609.0,41064.0,590121.0,194035.67702155633,241.6281155904264,0,0,0,VIDEO,False
26418.0,20000.0,17,2755.9149056801148,366.0,235.0,56730.0,20210.0,27918.13340877173,218.07639951484023,0,0,0,VOIP,False
19468.0,443.0,17,3917.5686874669577,133.0,381.0,78603.0,222123.0,76763.42752127851,131.20382589445927,0,0,0,VPN,False
33097.0,22.0,6,1950.534809543678,63.0,143.0,70497.0,82940.0,78664.06651614496,105.61206033959124,1,4,1,BULK,False
43232.0,5061.0,17,4215.46137370977,219.0,402.0,26280.0,30552.0,13481.798304318378,147.31483577881673,0,0,0,VOIP,False
8026.0,1194.0,6,6158.585194339326,62.0,311.0,29202.0,37320.0,10801.506823538595,60.56585859084056,0,2,0,VPN,False
26488.0,20000.0,17,7444.868044990788,250.0,205.0,41250.0,40590.0,10992.807327870009,61.11592539321669,0,0,0,VOIP,False
29689.0,443.0,6,2367.599434734835,83.0,538.0,13778.0,451382.0,196469.04504861764,262.2909901435884,0,9,0,VIDEO,False
39859.0,1194.0,6,3154.1575640513374,183.0,73.0,38979.0,38909.0,24693.756864814724,81.16271771508538,0,8,1,VPN,False
26162.0,443.0,6,2855.031795681087,31.0,55.0,9455.0,44330.0,18838.66935610405,30.122256477176688,1,7,0,WEB,False
61488.0,443.0,17,1110.6661493364134,113.0,435.0,23504.0,457620.0,433185.07572005846,493.3975887600536,0,0,0,VIDEO,False
28953.0,80.0,17,2114.9843799647515,29.0,32.0,7337.0,21536.0,13651.637465275844,28.8418205722241,0,0,0,WEB,False
54881.0,1194.0,6,3510.47288000899,274.0,155.0,95352.0,92845.0,53610.156361475165,122.20575821651164,0,4,0,VPN,False
8376.0,80.0,17,3977.73645121919,31.0,73.0,10819.0,83658.0,23751.4478796207,26.145523031854875,0,0,0,WEB,False
61367.0,443.0,6,4031.3839551625206,28.0,15.0,5796.0,4380.0,2524.195192811836,10.666312233776427,2,9,1,WEB,False
14899.0,10000.0,6,3605.8383045234714,121.0,355.0,19360.0,22365.0,11571.511664196534,132.00813785877892,0,3,0,VOIP,False
5907.0,443.0,6,1351.2076685663724,254.0,123.0,151130.0,72816.0,165737.6621001612,279.00966577550287,2,8,0,VPN,False
49960.0,443.0,17,2078.0123918916374,189.0,163.0,180873.0,160392.0,164226.64336921624,169.3926375865211,0,0,0,BULK,False
52326.0,1194.0,6,6116.646292384567,61.0,291.0,14762.0,174309.0,30910.89315323004,57.54787561253166,1,2,0,VPN,False
27769.0,20.0,6,1033.4883082892325,142.0,51.0,190706.0,50949.0,233824.6093949718,186.746186146488,2,3,0,BULK,False
5963.0,5060.0,17,5595.80297331645,381.0,174.0,67818.0,30972.0,17654.302782117145,99.1814763040289,0,0,0,VOIP,False
7175.0,443.0,6,4388.20208848254,90.0,486.0,12150.0,469962.0,109865.49622802727,131.26104686741613,1,3,1,VIDEO,False
49192.0,20.0,6,5987.602674841515,113.0,26.0,130967.0,22802.0,25681.229759299295,23.2146332260898,0,6,0,BULK,False
51758.0,5061.0,17,2365.2846076490937,226.0,133.0,33222.0,13034.0,19556.20894433284,151.77877488359326,0,0,0,VOIP,False
4726.0,4500.0,6,2405.489747752041,30.0,52.0,4740.0,13312.0,7504.500909583926,34.08869236571471,1,8,0,VPN,False
34554.0,5061.0,17,3152.6531081233516,268.0,387.0,51724.0,26703.0,24876.507915799357,207.761519436528,0,0,0,VOIP,False
50462.0,443.0,6,919.9581804551236,29.0,51.0,8381.0,15045.0,25464.200979669135,86.96047461681597,1,8,1,WEB,False
56896.0,1935.0,17,7789.57984419143,172.0,1263.0,38184.0,1168275.0,154881.1391797515,184.22046229747005,0,0,0,VIDEO,False
56347.0,443.0,6,2126.458664315304,8.0,26.0,3016.0,23738.0,12581.481337477346,15.989024649556317,1,8,0,WEB,False
16093.0,443.0,17,3243.9728000375926,117.0,260.0,45630.0,67340.0,34824.582992400814,116.21552437049756,0,0,0,VPN,False
53462.0,443.0,6,3734.679511325587,122.0,231.0,26474.0,258951.0,76425.56720983303,94.51948927063522,2,3,0,VIDEO,False
18150.0,443.0,6,4706.631826804688,150.0,46.0,182400.0,56626.0,50784.93682865221,41.643367744161026,0,9,0,BULK,False
25549.0,443.0,6,1275.2541665314636,36.0,19.0,7416.0,4997.0,9733.745888289744,43.12865736372641,0,4,1,WEB,False
36172.0,10000.0,17,9201.950896698838,53.0,414.0,10547.0,47196.0,6275.08238722672,50.7501078024155,0,0,0,VOIP,False
20448.0,1194.0,6,2685.3648810594273,350.0,231.0,200900.0,46431.0,92103.31219585448,216.35793485568507,2,1,1,VPN,False
57837.0,443.0,6,7471.243279205335,111.0,176.0,115218.0,151184.0,35656.98372337507,38.41395458220526,2,5,1,BULK,False
7935.0,443.0,6,1546.4046379164618,241.0,362.0,129176.0,208150.0,218135.6623803806,389.93675084449313,1,7,0,VPN,False
46426.0,80.0,6,5425.395279280703,15.0,76.0,5010.0,84740.0,16542.57346791864,16.772971427081853,0,4,1,WEB,False
34059.0,443.0,6,2011.732934293933,28.0,65.0,7840.0,48880.0,28194.59732109385,46.228800262019185,1,2,0,WEB,False
46570.0,443.0,6,3481.5138762615315,56.0,69.0,52360.0,99015.0,43479.64861841864,35.903921237339915,0,6,1,BULK,False
12225.0,5060.0,17,5310.141145150864,365.0,92.0,48545.0,8924.0,10822.49952103058,86.06174252398641,0,0,0,VOIP,False
11427.0,5060.0,17,6951.197878325055,345.0,282.0,58995.0,37788.0,13923.211753442503,90.200280725008,0,0,0,VOIP,False
24815.0,443.0,6,5191.300753967302,59.0,13.0,16756.0,12025.0,5544.0825650498,13.869356335206756,1,9,0,WEB,False
44320.0,443.0,6,2507.7492285485573,117.0,182.0,113724.0,269360.0,152760.09085713985,119.23042248249683,2,3,1,BULK,False
37244.0,443.0,6,4558.370181247609,29.0,70.0,41325.0,96530.0,30242.168695976685,21.718288788231774,1,6,0,BULK,False
28096.0,443.0,6,3771.391011007995,89.0,126.0,109648.0,86184.0,51925.66865339672,57.008143513216915,0,2,1,BULK,False
50089.0,500.0,6,1464.5223132257684,203.0,334.0,21315.0,169672.0,130409.07487392974,366.6724604674678,1,5,1,VPN,False
48994.0,443.0,6,2739.817497814575,94.0,1092.0,17202.0,1315860.0,486551.3856537239,432.87554771294697,1,9,1,VIDEO,False
57045.0,443.0,6,4366.138990016704,165.0,17.0,127215.0,14773.0,32520.265691188353,41.68442654165338,0,6,1,BULK,False
15190.0,443.0,17,4585.033233222086,59.0,73.0,18880.0,32412.0,11186.832764558843,28.78932240742742,0,0,0,WEB,False
22687.0,1194.0,6,2606.972144288157,172.0,397.0,41624.0,105999.0,56626.22837126977,218.26086682463097,0,2,1,VPN,False
8568.0,500.0,6,2183.1885247612618,392.0,121.0,85456.0,22264.0,49340.67707770656,234.97741682940463,1,5,0,VPN,False
35160.0,20000.0,17,5468.813927574647,207.0,130.0,39123.0,14950.0,9887.518704440676,61.62213680388563,0,0,0,VOIP,False
7.0,31337.0,255,60991.04960697601,660.0,360.0,331650.0,590400.0,90706.75182096273,250.85647973911935,0,1,1,WEB,True
34086.0,443.0,6,2849.233908992397,127.0,148.0,94869.0,123728.0,76721.32474279888,96.51717225885852,2,3,0,BULK,False
56466.0,443.0,6,969.758495200534,18.0,73.0,4374.0,25842.0,31158.27306442075,93.83779616303576,1,2,1,WEB,False
28826.0,21.0,6,2745.227461011773,66.0,156.0,91740.0,230100.0,117236.18700848328,80.86761594544895,1,2,0,BULK,False
26095.0,8080.0,6,778.30049132471,33.0,19.0,8976.0,21945.0,39728.87123246031,66.81224100410518,2,1,0,WEB,False
62102.0,22.0,6,1842.725180616236,104.0,38.0,122824.0,56430.0,97276.57812764824,77.05978161784982,1,9,0,BULK,False
11867.0,443.0,6,891.9457403964976,59.0,50.0,16107.0,54000.0,78600.07265558021,122.20474302791794,0,9,0,WEB,False
40262.0,443.0,6,2653.252003125138,10.0,77.0,2010.0,59136.0,23045.681272634138,32.78994980406191,0,7,1,WEB,False
57758.0,443.0,6,10076.194349587788,85.0,876.0,11645.0,1161576.0,116434.93161165516,95.37330927318943,1,2,1,VIDEO,False
64399.0,443.0,17,8500.981375537229,140.0,91.0,129080.0,108290.0,27922.658515999763,27.173333265349225,0,0,0,BULK,False
5777.0,22.0,6,2528.502510149908,127.0,11.0,76835.0,6215.0,32845.52800189872,54.57775875089733,2,1,1,BULK,False
35669.0,443.0,6,4151.356105683526,38.0,24.0,14744.0,10632.0,6112.701332766492,14.93487872917412,1,7,1,WEB,False
6873.0,443.0,6,2233.2409452313773,33.0,31.0,3564.0,20894.0,10951.796335377509,28.6579019324622,0,8,1,WEB,False
0.0,19.0,255,18627.482540427147,1080.0,1040.0,1782000.0,3047200.0,1555508.1013827417,1707.15500234584,2,9,0,BULK,True
22881.0,20000.0,17,3099.656296327503,228.0,137.0,19608.0,24112.0,14104.789634837836,117.754991233207,0,0,0,VOIP,False
45080.0,500.0,17,2889.6664888438845,71.0,358.0,22365.0,101672.0,42924.33070697563,148.4600391277808,0,0,0,VPN,False
37167.0,443.0,6,4177.225363348203,137.0,306.0,74665.0,148716.0,53475.92733683675,106.05125686705082,2,7,1,VPN,False
47861.0,443.0,6,1836.116762906041,44.0,12.0,48268.0,8112.0,30706.108205649616,30.499149689896747,1,3,1,BULK,False
39620.0,22.0,6,3385.328619660171,41.0,75.0,49118.0,78975.0,37837.685610816225,34.26550655269751,0,1,0,BULK,False
16050.0,443.0,6,1679.9049539566388,49.0,75.0,7644.0,87300.0,56517.48319235605,73.81369982149636,1,6,1,WEB,False
34659.0,443.0,6,8365.745548211082,54.0,53.0,6048.0,26606.0,3903.298254987289,12.790252749544925,0,2,1,WEB,False
58002.0,3478.0,17,9140.619644039583,87.0,275.0,20358.0,244475.0,28973.199882864865,39.60344200910416,0,0,0,VIDEO,False
31640.0,1935.0,6,5910.934258741562,183.0,1283.0,23973.0,671009.0,117575.66056029216,248.01493906516757,0,4,0,VIDEO,False
21240.0,10000.0,17,4126.158324763603,92.0,212.0,11040.0,25652.0,8892.533226315829,73.67628095497689,0,0,0,VOIP,False
20819.0,443.0,6,3908.7632393976337,174.0,170.0,65946.0,23970.0,23003.695668673103,88.00737699656956,1,4,1,VPN,False
25630.0,443.0,6,5574.748638581086,94.0,140.0,54238.0,76580.0,23466.17013270332,41.97498670712423,1,4,0,VPN,False
17346.0,443.0,6,3870.002615514072,41.0,382.0,11439.0,365956.0,97518.02194838275,109.30225171018672,1,2,1,VIDEO,False
14769.0,443.0,17,5224.529465303915,65.0,18.0,95550.0,25668.0,23201.70664267632,15.886598123563616,0,0,0,BULK,False
15299.0,443.0,17,3396.4575176047256,47.0,321.0,11562.0,182007.0,56991.438578778434,108.34818280298222,0,0,0,VPN,False
36102.0,443.0,6,5450.460330005135,47.0,78.0,11750.0,55458.0,12330.701616158114,22.933842727350378,2,2,1,WEB,False
2058.0,443.0,6,3188.1003096632603,10.0,60.0,2400.0,70740.0,22941.561712568993,21.956649164340025,0,4,0,WEB,False
38077.0,443.0,6,3492.0793793250996,119.0,383.0,32725.0,228651.0,74848.24129356278,143.75389144132788,0,1,1,VPN,False
34741.0,20.0,6,5421.012094052977,12.0,68.0,17964.0,69700.0,16171.15005077561,14.757391906165005,2,5,0,BULK,False
15879.0,1194.0,6,8255.158702033415,61.0,248.0,16409.0,78120.0,11450.900389924129,37.431139866988495,1,8,0,VPN,False
12178.0,443.0,6,5426.591242477488,26.0,95.0,21372.0,70110.0,16858.096715284246,22.297607207422157,1,5,0,BULK,False
11770.0,443.0,6,2480.386712738138,28.0,45.0,25228.0,39645.0,26154.38942115025,29.430894636350533,2,8,0,BULK,False
29770.0,443.0,17,4530.252114337473,25.0,70.0,7075.0,20300.0,6042.710054339537,20.970135348392915,0,0,0,WEB,False
3404.0,20000.0,17,2784.93293533354,173.0,190.0,33735.0,12730.0,16684.423316080705,130.34425188286443,0,0,0,VOIP,False
33452.0,443.0,6,4840.935574863008,58.0,151.0,29754.0,170781.0,41424.8437928602,43.1734727240022,2,1,1,BULK,False
6729.0,80.0,6,10157.385536776872,55.0,58.0,16335.0,60146.0,7529.595063915321,11.12491000670011,0,4,1,WEB,False
53007.0,4500.0,6,2949.2297159372406,246.0,399.0,74784.0,184338.0,87860.90774812813,218.7011735689854,2,2,0,VPN,False
11316.0,443.0,17,4645.0332734773065,121.0,1427.0,16214.0,1078812.0,235741.2607251908,333.25918435050426,0,0,0,VIDEO,False
11880.0,443.0,6,2027.5589993709848,36.0,64.0,2376.0,14464.0,8305.553626416948,49.32038970556383,2,3,1,WEB,False
17868.0,80.0,6,2143.3755966930153,27.0,42.0,4563.0,50190.0,25545.2194587256,32.19221125147601,1,2,0,WEB,False
20739.0,443.0,6,2035.5166855651296,16.0,42.0,1536.0,41076.0,20934.24254499267,28.493993889270037,2,8,1,WEB,False
64559.0,21.0,17,4262.597897930195,21.0,124.0,19740.0,137764.0,36950.23639843668,34.016814035029704,0,0,0,BULK,False
63628.0,443.0,6,1653.74270137676,38.0,31.0,7676.0,28520.0,21887.32259853145,41.723540150808645,1,5,0,WEB,False
34576.0,4500.0,6,4294.170705342618,43.0,43.0,15523.0,21930.0,8721.823739657724,20.027149804036103,2,7,1,VPN,False
28560.0,5060.0,17,7013.28692096518,430.0,176.0,57190.0,16192.0,10463.28217096543,86.4074159276805,0,0,0,VOIP,False
18537.0,443.0,6,1734.7120559303617,16.0,64.0,4016.0,55360.0,34228.15895987731,46.1171637831815,2,3,0,WEB,False
60964.0,4500.0,6,3924.0099944840094,48.0,258.0,9168.0,39990.0,12527.491028081356,77.98145275627355,0,2,0,VPN,False
31749.0,443.0,6,2644.518138790715,35.0,34.0,13895.0,14688.0,10808.396274820196,26.091709861196986,0,5,1,WEB,False
38107.0,443.0,6,2351.027448940967,44.0,17.0,5852.0,6324.0,5179.012267800082,25.946102852809215,1,2,0,WEB,False
54903.0,20.0,6,4494.682022808968,18.0,45.0,18972.0,37125.0,12480.749409040947,14.016564393275573,2,7,0,BULK,False
6649.0,1935.0,6,6273.22232770849,64.0,588.0,12608.0,448056.0,73433.39290961705,103.9338263399578,0,7,0,VIDEO,False
32563.0,5060.0,17,4765.460776907873,461.0,92.0,87129.0,16008.0,21642.60809778854,116.0433431074887,0,0,0,VOIP,False
30894.0,443.0,6,2595.451818448675,56.0,40.0,16632.0,21720.0,14776.617977413787,36.98777966811962,2,5,1,WEB,False
48129.0,80.0,17,1466.073236211323,25.0,65.0,9450.0,19565.0,19790.962199802216,61.38847485721866,0,0,0,WEB,False
41272.0,5060.0,17,5473.752418369002,51.0,194.0,8925.0,37442.0,8470.788675863392,44.75905763984151,0,0,0,VOIP,False
61662.0,1194.0,6,1773.3713393157038,54.0,47.0,17064.0,25756.0,24146.09904348803,56.953666590198296,0,7,0,VPN,False
9879.0,443.0,17,3670.5036193976553,77.0,421.0,10472.0,396161.0,110783.98011952652,135.67620458625888,0,0,0,VIDEO,False
23709.0,500.0,6,5088.712885537395,177.0,46.0,93633.0,18078.0,21952.702483469497,43.822476334592814,2,2,1,VPN,False
4297.0,443.0,6,1541.6804614735124,17.0,76.0,5797.0,42180.0,31119.937755547853,60.323784548136615,2,1,0,WEB,False
1393.0,3478.0,6,4810.469452035467,100.0,691.0,23500.0,572148.0,123823.25798742197,164.4330159222406,0,5,0,VIDEO,False
27730.0,3478.0,17,1836.6113847175045,170.0,222.0,19890.0,224220.0,132913.25646309627,213.43655128234704,0,0,0,VIDEO,False
57916.0,8080.0,6,10164.061014784782,33.0,313.0,6270.0,241010.0,24328.85828216725,34.041511507723506,2,6,1,VIDEO,False
43010.0,443.0,6,5600.924164912358,66.0,123.0,82500.0,175890.0,46133.45804942589,33.74443117512866,1,2,0,BULK,False
28035.0,443.0,6,1149.526840402429,30.0,78.0,8250.0,74958.0,72384.56474045476,93.95169925931538,2,9,0,WEB,False
38561.0,22.0,6,5798.106124446711,120.0,118.0,116400.0,97232.0,36845.13449991155,41.0478861358736,2,5,1,BULK,False
36419.0,443.0,6,1541.068021832726,38.0,69.0,4826.0,36087.0,26548.47120333074,69.43236669900494,0,7,0,WEB,False
31724.0,80.0,6,4115.984602044566,17.0,15.0,1989.0,17385.0,4707.0146934894265,7.774567471439127,1,9,1,WEB,False
35082.0,80.0,6,5171.438401830645,50.0,14.0,9000.0,12082.0,4076.622084976813,12.375667082749075,0,9,1,WEB,False
54741.0,443.0,6,1652.1378925798017,29.0,55.0,6351.0,19195.0,15462.389740429056,50.843213739765154,1,9,1,WEB,False
21111.0,4500.0,6,836.0554974023116,101.0,142.0,22119.0,28400.0,60425.4145292584,290.65056178091,1,1,0,VPN,False
62160.0,443.0,6,6756.1411022578895,61.0,582.0,11590.0,679194.0,102245.3482756808,95.17267183557054,1,6,0,VIDEO,False
36898.0,8080.0,17,7799.8792498527155,162.0,342.0,45684.0,228114.0,35102.851112107935,64.61638492794835,0,0,0,VIDEO,False
29349.0,80.0,6,2489.726663883694,11.0,70.0,1870.0,45850.0,19166.76263793639,32.5336918204704,1,7,0,WEB,False
48962.0,10000.0,17,1722.6749267263974,81.0,381.0,15147.0,26670.0,24274.457909168577,268.1875685495345,0,0,0,VOIP,False
25805.0,443.0,6,2738.5349940795286,104.0,68.0,97760.0,81464.0,65445.21081069495,62.807304040974046,1,8,1,BULK,False
3543.0,443.0,6,2075.945775544141,22.0,19.0,8712.0,15314.0,11573.520023037392,19.750034169005787,1,5,0,WEB,False
61293.0,80.0,6,5437.2918585422685,43.0,73.0,3698.0,20148.0,4385.639141760745,21.33414998088763,0,4,1,WEB,False
34381.0,443.0,17,12595.926673302076,149.0,368.0,13410.0,497904.0,40593.599285058146,41.04501505997305,0,0,0,VIDEO,False
10185.0,443.0,17,6964.619354186957,120.0,976.0,32160.0,1266848.0,186515.2902030559,157.3668199599612,0,0,0,VIDEO,False
63450.0,443.0,6,5803.743676927163,182.0,10.0,137592.0,8080.0,25099.66120301288,33.08209505586848,0,3,1,BULK,False
20196.0,443.0,6,3507.735469674069,19.0,63.0,5358.0,59094.0,18374.24758999536,23.376905330782904,2,5,1,WEB,False
18737.0,443.0,6,5087.196835297596,188.0,14.0,114304.0,20650.0,26528.16558298266,39.70752588113355,1,4,1,BULK,False
57115.0,20000.0,17,7201.530883569547,381.0,491.0,55245.0,78560.0,18580.077231256353,121.08536561156563,0,0,0,VOIP,False
42356.0,443.0,6,3410.76389078087,37.0,64.0,4403.0,50944.0,16227.15666411277,29.612134769280896,0,2,0,WEB,False
6015.0,22.0,6,4118.964103584775,155.0,51.0,78430.0,49368.0,31026.733126607276,50.01257472011377,2,6,1,BULK,False
41432.0,443.0,6,3177.8207581827382,64.0,834.0,14016.0,754770.0,241922.39226218543,282.58359055893646,2,5,1,VIDEO,False
30844.0,10000.0,17,3676.920215924722,348.0,194.0,22968.0,20758.0,11892.017621329644,147.40597243655188,0,0,0,VOIP,False
17716.0,443.0,6,881.3157310529439,39.0,25.0,9243.0,10775.0,22713.76680872776,72.61869696066424,0,6,0,WEB,False
14091.0,443.0,17,5034.57653011329,61.0,1223.0,9943.0,971062.0,194853.5282227451,255.0363456231158,0,0,0,VIDEO,False
53941.0,443.0,17,12923.932795911567,50.0,427.0,4350.0,453047.0,35391.471560784936,36.90826991540044,0,0,0,VIDEO,False
21809.0,1935.0,6,5515.834940052996,97.0,1282.0,27936.0,1323024.0,244923.9353030785,250.00748118593097,0,1,1,VIDEO,False
51429.0,443.0,6,4655.5708924293085,150.0,1208.0,23850.0,759832.0,168332.09462547128,291.6935498089658,0,8,1,VIDEO,False
10644.0,10000.0,17,9510.608582200057,344.0,306.0,52288.0,22644.0,7878.78076911312,68.34473255649826,0,0,0,VOIP,False
32276.0,443.0,6,5273.175338929595,180.0,167.0,101160.0,39913.0,26752.95072373537,65.80475286650297,1,9,1,VPN,False
8808.0,443.0,6,6469.136405896159,53.0,25.0,4240.0,21250.0,3940.247724065251,12.05725078372262,1,5,0,WEB,False
18440.0,1194.0,6,2295.5825936837987,197.0,318.0,96530.0,79182.0,76543.53212272316,224.34392097979892,1,7,0,VPN,False
20140.0,1194.0,6,2279.1969758533123,131.0,41.0,77552.0,12177.0,39368.69035481509,75.46517559571816,1,9,0,VPN,False
17103.0,443.0,6,1675.7078935840798,27.0,54.0,10530.0,15390.0,15468.089694655037,48.33778029579699,1,1,1,WEB,False
59824.0,10000.0,17,4468.821899228905,374.0,261.0,39644.0,38106.0,17398.321471127718,142.09561587351897,0,0,0,VOIP,False
64297.0,5061.0,17,3444.316186136703,97.0,63.0,7857.0,12096.0,5793.022162224938,46.45334265303414,0,0,0,VOIP,False
6184.0,4500.0,6,1156.1806627679134,194.0,93.0,34532.0,40548.0,64937.94820980432,248.23110197407885,1,6,0,VPN,False
23218.0,443.0,6,3223.4391852208496,21.0,38.0,5544.0,37544.0,13367.089473117478,18.303432020839473,2,8,0,WEB,False
44566.0,443.0,6,1658.473322539435,44.0,67.0,12232.0,39061.0,30927.841468960596,66.92902351304518,1,6,0,WEB,False
42723.0,443.0,6,2082.987210069105,9.0,42.0,1503.0,47670.0,23606.96204100487,24.48406776261868,1,7,1,WEB,False
25330.0,4500.0,6,5910.157333098801,295.0,255.0,124785.0,54315.0,30303.76179615081,93.06012835222192,0,8,1,VPN,False
54949.0,20000.0,17,2354.9254779249795,99.0,379.0,14157.0,60261.0,31600.999988149397,202.9788222518129,0,0,0,VOIP,False
60424.0,80.0,6,1639.4633427274134,52.0,12.0,14404.0,6468.0,12730.995232426065,39.03716437692929,2,6,1,WEB,False
56551.0,443.0,6,1306.361920407912,44.0,63.0,15840.0,41139.0,43616.549985021215,81.90685776158357,1,6,0,WEB,False
2589.0,21.0,6,2918.521740649633,193.0,59.0,163085.0,53454.0,74194.75311216993,86.34508233743955,2,1,0,BULK,False
64326.0,5060.0,17,2743.445394386829,410.0,422.0,30340.0,29118.0,21672.747750566803,303.2682923823805,0,0,0,VOIP,False
42801.0,5060.0,17,1454.561279514984,381.0,65.0,64770.0,11505.0,52438.49198669272,306.6216640585376,0,0,0,VOIP,False
64817.0,443.0,6,3750.0801844614302,41.0,25.0,11849.0,29600.0,11052.830329267405,17.59962367564112,1,8,1,WEB,False
8278.0,80.0,6,4013.8700465298666,53.0,77.0,11713.0,46893.0,14600.871308892269,32.387695289833715,1,7,1,WEB,False
1706.0,1194.0,6,1321.4528241654182,36.0,47.0,7668.0,18988.0,20171.737887680527,62.80965803862109,1,5,0,VPN,False
54545.0,443.0,6,2175.26002742206,372.0,377.0,128712.0,179452.0,141667.66093027082,344.32665086373765,2,2,0,VPN,False
31337.0,1.0,255,44599.10384548147,1620.0,23700.0,643950.0,36498000.0,4996775.288850969,8515.866177846514,0,9,1,VIDEO,True
58629.0,443.0,6,3545.079706540463,51.0,47.0,4692.0,19223.0,6745.9696197742,27.643948264180285,1,2,1,WEB,False
16584.0,443.0,6,2434.2159424942893,19.0,44.0,2964.0,45364.0,19853.620690068823,25.881023495165035,1,2,1,WEB,False
60532.0,443.0,6,1812.2053997373475,56.0,65.0,8624.0,74880.0,46078.66195084877,66.76947327137265,0,4,0,WEB,False
52937.0,443.0,6,3803.0733168889474,23.0,53.0,8510.0,24380.0,8648.268718338888,19.983837719481773,0,3,1,WEB,False
48823.0,80.0,6,5883.954881035662,48.0,30.0,17856.0,11640.0,5012.954823135604,13.256389890309777,2,5,1,WEB,False
8685.0,443.0,6,4263.26094700268,28.0,25.0,7392.0,19925.0,6407.536470223677,12.431798254634655,2,4,1,WEB,False
63540.0,5061.0,17,13299.539137081749,387.0,249.0,45666.0,23655.0,5212.285875885679,47.821205941392826,0,0,0,VOIP,False
